"product_id","product_name","description","category","brand","price","currency","rating","availability","source_website","source_url","image_url","last_updated","user_id","group_id","final_score","why_best"
"1490","Rosmar Bleaching Scrub 100g","NA","NA","Rosmar Skin Essentials","100.00","PHP","4.73","in_stock","Shopee","https://shopee.ph/product/479013194/25567929140",,"2025-04-20 07:21:01","1","5a5ab7c47e","0.6925000","This product stood out due to its high rating of 4.73, reflecting strong user satisfaction. It also offers good value at ₱100.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock."
"1491","Rosmar Milkshake Tint | Liptint | Cheektint | Rosmar Skin Essentials Products","NA","NA","Rosmar Skin Essentials","49.00","PHP","4.75","in_stock","Shopee","https://shopee.ph/product/1074361649/22782788909",,"2025-04-20 07:21:02","1","1a1107a2d5","0.6925000","This product stood out due to its high rating of 4.75, reflecting strong user satisfaction. It also offers good value at ₱49.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock."
"1492","Rosmar Kojic Pekas Cream & Pekas Spray Melasma Whitening Acne Scars Combo Maintenance","NA","NA","Rosmar Skin Essentials","99.00","PHP","4.76","in_stock","Shopee","https://shopee.ph/product/1074361649/24182966407",,"2025-04-20 07:21:02","1","f49021367d","0.6925000","This product stood out due to its high rating of 4.76, reflecting strong user satisfaction. It also offers good value at ₱99.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock."
"1493","ROSMAR Kagayaku Capsule | BUY 1 TAKE 1 | Slimming and Whitening | Anti Aging","NA","NA","Rosmar","345.00","PHP","4.74","in_stock","Shopee","https://shopee.ph/product/7786415/24069102429",,"2025-04-20 07:21:03","1","490ffbd0e2","0.6925000","This product stood out due to its high rating of 4.74, reflecting strong user satisfaction. It also offers good value at ₱345.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock."
"1494","Buy1 Get1Rosmar Collatint Lip & Cheek Tint w/ cooling effect","NA","NA","Rosmar Skin Essentials","91.00","PHP","4.74","in_stock","Shopee","https://shopee.ph/product/1074361649/22856852087",,"2025-04-20 07:21:04","1","504c415156","0.6925000","This product stood out due to its high rating of 4.74, reflecting strong user satisfaction. It also offers good value at ₱91.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock."
"1495","Rosmar Kagayaku Glutathione 750mg Whitening & Slimming Capsule","NA","NA","Rosmar","320.00","PHP","4.77","in_stock","Shopee","https://shopee.ph/product/15546565/20027394693",,"2025-04-20 07:21:04","1","c75e0cbfe8","0.6925000","This product stood out due to its high rating of 4.77, reflecting strong user satisfaction. It also offers good value at ₱320.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock."
"1496","ROSMAR 99 Tone Adapt Tinted Sunscreen | 99skincare","NA","NA","Rosmar","99.00","PHP","4.69","in_stock","Shopee","https://shopee.ph/product/189582/24563609790",,"2025-04-20 07:21:05","1","9191a5387e","0.6925000","This product stood out due to its high rating of 4.69, reflecting strong user satisfaction. It also offers good value at ₱99.00, making it more affordable compared to others in its category. Being listed on Shopee, a platform with a trust score of 0.95, adds to its reliability. Availability is also a plus, as the item is currently in stock."
"1450","Rosmar 24 Karat Lip & Cheek Serum, 5ml","NA","NA","NA","624.12","PHP","0.00","in_stock","eBay","https://www.ebay.ph/itm/404298269064?_skw=rosmar+makeup&itmmeta=01JS8T6DFXPVY6KTS4Q6KYMFZK&hash=item5e220e0188:g:rqgAAOSwqD1nPCOu&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cB2eQowXXj%2FA5GU4ht9KwohRFuGMdPPOGIr3AE7rtZu6fJMho0IrCB6ziXmmrqBS4wkQJ%2F5o3Q1aIh7Z97ojOyrs%2Fq9yS2frAButinLFp4XCa6mCCk5Ow5iA8qERIeopYlliE3EuRM1shsNDfN7QRNAuoqgLfvedNefbC1cvPbxXKmgqPLZe16lOlzCAmd4LXkSKAujSJK7dfI62eXU3U9HlfyHFDXb37v7cwdHBSws7zMHFBs2MKhMTxhqpR%2Fa3I%3D%7Ctkp%3ABk9SR4TYmZrKZQ",,"2025-04-20 07:19:48","1","6de353e432","0.1775000","This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱624.12, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock."
"1451","Tintado By Rosmar","NA","NA","NA","2269.52","PHP","0.00","in_stock","eBay","https://www.ebay.ph/itm/314952588920?_skw=rosmar+makeup&itmmeta=01JS8T6DFX0A6ED00BGFCCZXWR&hash=item4954a31e78:g:1M4AAOSwAE5lTam~&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fG5IDl8YWpXDxlvqtS1mRUoiE1Y%2B754FsC09NzkEeiaj560Eo2xwLeOJn6nLKNdVfjf1WU2uQMD%2BVqqI33Cve%2FMiJdwZwcZqHsrUguOGv8gBmxs7BulCK9Vd3LZSGygd6Ofpn%2BzDra8cRUcxjIom98EPNxnp6Vcr%2F1iyXqtdbHGj2ZyPu3kKBIVqivmlrpw9gr3CUf0LYMkJDhEzk1CjHRZodAX9fbjUYDYiq3ye6yTJuE53s7z7rcI3kYl8qE5Qg%3D%7Ctkp%3ABk9SR4TYmZrKZQ",,"2025-04-20 07:19:49","1","4b63ed7f71","0.1775000","This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱2,269.52, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock."
"1452","Podesora By Rosmar","NA","NA","NA","2269.52","PHP","0.00","in_stock","eBay","https://www.ebay.ph/itm/314952601611?_skw=rosmar+makeup&itmmeta=01JS8T6DFY2MT8Q125SCP5RC3D&hash=item4954a3500b:g:n60AAOSwcDVlTayg&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1e6BQE%2Fr7UOVRwgb2Tl8iULO9NGI9MYHX2UrzYI7d7BNHFQKHHwr%2B9MBcvTfdfwaQEQrIAjyf6vXPAMRGAZmPDKuhNRAfPsnPA6VO%2FFgbjC66YoBQNLk7Z2HspFLNYRADD355TC%2FtdezNdC4LeRoMWbb3pyKaaqV9Z%2FKCDAUWh%2Bboq7itvsg9HW5wwWMF2VVjjf7LVBSwOKtSb%2BEYIbUMyAF%2B6OF397M5DSpuzB4YT9LbzPl%2FCkS9%2BJnC1JH%2Ff0yhq7WgWn1gqOQViFn5m2dvFKQtqWaXUIGFgRYB3NMgUDXQ%3D%3D%7Ctkp%3ABk9SR4TYmZrKZQ",,"2025-04-20 07:19:49","1","342da589a5","0.1775000","This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱2,269.52, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock."
