product_id,product_name,description,category,brand,price,currency,rating,availability,source_website,source_url,image_url,last_updated,user_id,group_id,search_name,status,m_status
2886,Assorted Milk Cotton Yarn  Hand tufting supplies TAKE ALL,NA,NA,NA,1000,PHP,0,in_stock,Carousell,https://www.carousell.ph/p/assorted-milk-cotton-yarn-hand-tufting-supplies-take-all-1363278987/,,4/27/2025 8:08,1,ab4848bac5,ab4848bac5,no,active
